perfumeName,price,likeCnt,reviewCnt,originImgUrl,imgUrl
리브르 오 드 빠르펭,31800,0,0,https://contents.lotteon.com/itemimage/_v000846/LE/12/04/35/12/69/_1/22/33/51/53/0/LE1204351269_1223351530_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%A6%AC%EB%B8%8C%EB%A5%B4+%EC%98%A4+%EB%93%9C+%EB%B9%A0%EB%A5%B4%ED%8E%AD+%EC%9D%B8%ED%85%90%EC%8A%A4.jpg
포에버앤에버 디올 EDT,18600,0,0,https://contents.lotteon.com/itemimage/_v114837/LE/12/04/45/67/42/_1/22/40/21/54/0/LE1204456742_1224021540_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%ED%8F%AC%EC%97%90%EB%B2%84%EC%95%A4%EC%97%90%EB%B2%84+%EB%94%94%EC%98%AC+EDT.jpg
리브르 오 드 빠르펭 인텐스,33800,0,0,https://contents.lotteon.com/itemimage/_v152934/LE/12/05/96/63/08/_1/23/26/98/81/4/LE1205966308_1232698814_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%A6%AC%EB%B8%8C%EB%A5%B4+%EC%98%A4+%EB%93%9C+%EB%B9%A0%EB%A5%B4%ED%8E%AD+%EC%9D%B8%ED%85%90%EC%8A%A4.jpg
리브르 오 드 뚜왈렛,27200,0,0,https://contents.lotteon.com/itemimage/_v000845/LE/12/07/30/13/15/_1/23/99/11/52/9/LE1207301315_1239911529_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%A6%AC%EB%B8%8C%EB%A5%B4+%EC%98%A4+%EB%93%9C+%EB%9A%9C%EC%99%88%EB%A0%9B.jpg
와이 르 퍼퓸,22500,0,0,https://contents.lotteon.com/itemimage/_v151151/LE/12/06/86/92/20/_1/23/75/65/36/3/LE1206869220_1237565363_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EC%99%80%EC%9D%B4+%EB%A5%B4+%ED%8D%BC%ED%93%B8.jpg
블룸 오 드 퍼퓸,28600,0,0,https://contents.lotteon.com/itemimage/_v174825/LE/12/04/59/63/00/_1/22/48/11/47/7/LE1204596300_1224811477_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%B8%94%EB%A3%B8+%EC%98%A4+%EB%93%9C+%ED%8D%BC%ED%93%B8.jpg
몽 파리 오 드 빠르펭,31800,0,0,https://contents.lotteon.com/itemimage/_v152847/LE/12/04/36/93/71/_1/22/34/72/12/5/LE1204369371_1223472125_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%AA%BD+%ED%8C%8C%EB%A6%AC+%EC%98%A4+%EB%93%9C+%EB%B9%A0%EB%A5%B4%ED%8E%AD.jpg
벨벳 로즈 앤 오드 코롱 인텐스,37800,0,0,https://contents.lotteon.com/itemimage/_v000842/LE/12/05/05/87/21/_1/22/75/81/53/9/LE1205058721_1227581539_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%B2%A8%EB%B2%B3+%EB%A1%9C%EC%A6%88+%EC%95%A4+%EC%98%A4%EB%93%9C+%EC%BD%94%EB%A1%B1+%EC%9D%B8%ED%85%90%EC%8A%A4.jpg
플레저 오 드 퍼퓸 스프레이,20000,0,0,https://contents.lotteon.com/itemimage/_v000843/LE/12/04/42/78/18/_1/22/38/48/84/9/LE1204427818_1223848849_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%ED%94%8C%EB%A0%88%EC%A0%80+%EC%98%A4+%EB%93%9C+%ED%8D%BC%ED%93%B8+%EC%8A%A4%ED%94%84%EB%A0%88%EC%9D%B4.jpg
블루 드 샤넬 오 드 빠르펭 스프레이,23800,0,0,https://contents.lotteon.com/itemimage/_v012926/LE/12/00/97/81/75/_1/20/36/71/06/1/LE1200978175_1203671061_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%B8%94%EB%A3%A8+%EB%93%9C+%EC%83%A4%EB%84%AC+%EC%98%A4+%EB%93%9C+%EB%B9%A0%EB%A5%B4%ED%8E%AD+%EC%8A%A4%ED%94%84%EB%A0%88%EC%9D%B4.jpg
쟈도르 오 드 뚜왈렛,26000,0,0,https://contents.lotteon.com/itemimage/_v190844/LE/12/04/36/96/19/_1/22/34/72/72/8/LE1204369619_1223472728_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EC%9F%88%EB%8F%84%EB%A5%B4+%EC%98%A4+%EB%93%9C+%EB%9A%9C%EC%99%88%EB%A0%9B.jpg
문라이트 인 헤븐,61600,0,0,https://contents.lotteon.com/itemimage/_v110832/LE/12/06/36/32/57/_1/23/47/81/69/4/LE1206363257_1234781694_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%AC%B8%EB%9D%BC%EC%9D%B4%ED%8A%B8+%EC%9D%B8+%ED%97%A4%EB%B8%90.jpg
와이 르 퍼퓸,19000,0,0,https://contents.lotteon.com/itemimage/_v002759/LE/12/06/86/92/19/_1/23/75/65/36/2/LE1206869219_1237565362_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EC%99%80%EC%9D%B4+%EB%A5%B4+%ED%8D%BC%ED%93%B8.jpg
튜버로즈 안젤리카 코롱 인텐스,37800,0,0,https://contents.lotteon.com/itemimage/_v000844/LE/12/05/05/87/18/_1/22/75/81/53/6/LE1205058718_1227581536_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%ED%8A%9C%EB%B2%84%EB%A1%9C%EC%A6%88+%EC%95%88%EC%A0%A4%EB%A6%AC%EC%B9%B4+%EC%BD%94%EB%A1%B1+%EC%9D%B8%ED%85%90%EC%8A%A4.jpg
미스 디올 로즈 앤 로지스,27000,0,0,https://contents.lotteon.com/itemimage/_v112912/LE/12/07/46/12/49/_1/24/07/52/22/4/LE1207461249_1240752224_1.jpg/dims/optimize/dims/resizemc/360x360,https://perflowerbucket1.s3.ap-northeast-2.amazonaws.com/perfumes/%EB%AF%B8%EC%8A%A4+%EB%94%94%EC%98%AC+%EB%A1%9C%EC%A6%88+%EC%95%A4+%EB%A1%9C%EC%A7%80%EC%8A%A4+%EC%98%A4+%EB%93%9C+%EB%9A%9C%EC%99%88%EB%A0%9B.jpg
